,Country,Region,Year,Infant Deaths,Under_Five Deaths,Adult Mortality,Alcohol Consumption,Hepatitis B,Measles,BMI,Polio,Diphtheria,Incidents of HIV,GDP(per capita),Population,Thinness (ten to nineteen years),Thinness (five to nine years),Schooling,Life Expectancy,Economy Status,Infant Deaths_lag1,Under_Five Deaths_lag1,Adult Mortality_lag1,Alcohol Consumption_lag1,Hepatitis B_lag1,Measles_lag1,BMI_lag1,Polio_lag1,Diphtheria_lag1,Incidents of HIV_lag1,GDP(per capita)_lag1,Population_lag1,Thinness (ten to nineteen years)_lag1,Thinness (five to nine years)_lag1,Schooling_lag1,Life Expectancy_lag1,Infant Deaths_lag2,Under_Five Deaths_lag2,Adult Mortality_lag2,Alcohol Consumption_lag2,Hepatitis B_lag2,Measles_lag2,BMI_lag2,Polio_lag2,Diphtheria_lag2,Incidents of HIV_lag2,GDP(per capita)_lag2,Population_lag2,Thinness (ten to nineteen years)_lag2,Thinness (five to nine years)_lag2,Schooling_lag2,Life Expectancy_lag2
1674,Mauritius,Africa,2010,12.5,14.5,151.4165,3.15,99,90,25.0,99,99,1.01,7818,1.25,7.2,7.2,8.2,73.0,Developing,12.5,14.6,153.4275,2.8,99.0,85.0,24.9,99.0,99.0,1.04,7508.0,1.25,7.3,7.3,8.0,72.9,12.7,14.9,155.438,2.47,99.0,83.0,24.9,99.0,99.0,1.05,7286.0,1.24,7.4,7.3,7.8,72.6
1675,Mauritius,Africa,2011,12.6,14.6,149.406,3.36,98,89,25.0,98,98,0.97,8124,1.25,7.1,7.1,8.5,73.3,Developing,12.5,14.5,151.4165,3.15,99.0,90.0,25.0,99.0,99.0,1.01,7818.0,1.25,7.2,7.2,8.2,73.0,12.5,14.6,153.4275,2.8,99.0,85.0,24.9,99.0,99.0,1.04,7508.0,1.25,7.3,7.3,8.0,72.9
1676,Mauritius,Africa,2012,13.0,14.9,147.395,3.17,98,90,25.1,98,98,0.89,8384,1.26,7.1,7.0,8.6,73.9,Developing,12.6,14.6,149.406,3.36,98.0,89.0,25.0,98.0,98.0,0.97,8124.0,1.25,7.1,7.1,8.5,73.3,12.5,14.5,151.4165,3.15,99.0,90.0,25.0,99.0,99.0,1.01,7818.0,1.25,7.2,7.2,8.2,73.0
1677,Mauritius,Africa,2013,13.1,15.0,146.3845,3.17,98,85,25.1,98,98,0.81,8647,1.26,7.0,7.0,8.9,74.0,Developing,13.0,14.9,147.395,3.17,98.0,90.0,25.1,98.0,98.0,0.89,8384.0,1.26,7.1,7.0,8.6,73.9,12.6,14.6,149.406,3.36,98.0,89.0,25.0,98.0,98.0,0.97,8124.0,1.25,7.1,7.1,8.5,73.3
1678,Mauritius,Africa,2014,12.9,14.8,145.373,3.06,97,85,25.2,98,97,0.76,8955,1.26,7.0,6.9,9.1,74.2,Developing,13.1,15.0,146.3845,3.17,98.0,85.0,25.1,98.0,98.0,0.81,8647.0,1.26,7.0,7.0,8.9,74.0,13.0,14.9,147.395,3.17,98.0,90.0,25.1,98.0,98.0,0.89,8384.0,1.26,7.1,7.0,8.6,73.9
1679,Mauritius,Africa,2015,12.8,14.5,144.3615,2.83,97,96,25.2,98,97,0.7,9260,1.26,6.9,6.8,9.1,74.4,Developing,12.9,14.8,145.373,3.06,97.0,85.0,25.2,98.0,97.0,0.76,8955.0,1.26,7.0,6.9,9.1,74.2,13.1,15.0,146.3845,3.17,98.0,85.0,25.1,98.0,98.0,0.81,8647.0,1.26,7.0,7.0,8.9,74.0
1680,Mexico,North America,2000,23.8,28.4,129.6625,5.16,97,98,26.7,97,97,0.15,8862,98.9,2.0,1.9,6.7,74.3,Developing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Mexico,North America,2001,22.8,27.1,127.9115,5.02,97,99,26.8,97,97,0.15,8703,100.3,1.9,1.9,6.8,74.7,Developing,23.8,28.4,129.6625,5.16,97.0,98.0,26.7,97.0,97.0,0.15,8862.0,98.9,2.0,1.9,6.7,74.3,,,,,,,,,,,,,,,,
1682,Mexico,North America,2002,21.9,26.0,126.16,4.92,97,89,26.9,98,97,0.15,8581,101.68,1.9,1.8,7.0,74.9,Developing,22.8,27.1,127.9115,5.02,97.0,99.0,26.8,97.0,97.0,0.15,8703.0,100.3,1.9,1.9,6.8,74.7,23.8,28.4,129.6625,5.16,97.0,98.0,26.7,97.0,97.0,0.15,8862.0,98.9,2.0,1.9,6.7,74.3
1683,Mexico,North America,2003,21.0,24.9,125.2595,5.01,98,96,27.0,98,98,0.15,8587,103.08,1.9,1.8,7.1,75.1,Developing,21.9,26.0,126.16,4.92,97.0,89.0,26.9,98.0,97.0,0.15,8581.0,101.68,1.9,1.8,7.0,74.9,22.8,27.1,127.9115,5.02,97.0,99.0,26.8,97.0,97.0,0.15,8703.0,100.3,1.9,1.9,6.8,74.7
1684,Mexico,North America,2004,20.2,23.9,124.359,5.0,98,97,27.1,98,98,0.15,8801,104.51,1.8,1.8,7.4,75.2,Developing,21.0,24.9,125.2595,5.01,98.0,96.0,27.0,98.0,98.0,0.15,8587.0,103.08,1.9,1.8,7.1,75.1,21.9,26.0,126.16,4.92,97.0,89.0,26.9,98.0,97.0,0.15,8581.0,101.68,1.9,1.8,7.0,74.9
1685,Mexico,North America,2005,19.5,22.9,123.4585,5.03,98,97,27.2,98,98,0.15,8878,106.01,1.8,1.7,7.6,75.3,Developing,20.2,23.9,124.359,5.0,98.0,97.0,27.1,98.0,98.0,0.15,8801.0,104.51,1.8,1.8,7.4,75.2,21.0,24.9,125.2595,5.01,98.0,96.0,27.0,98.0,98.0,0.15,8587.0,103.08,1.9,1.8,7.1,75.1
1686,Mexico,North America,2006,18.8,22.1,122.558,5.2,98,91,27.2,98,98,0.16,9143,107.56,1.8,1.7,8.0,75.3,Developing,19.5,22.9,123.4585,5.03,98.0,97.0,27.2,98.0,98.0,0.15,8878.0,106.01,1.8,1.7,7.6,75.3,20.2,23.9,124.359,5.0,98.0,97.0,27.1,98.0,98.0,0.15,8801.0,104.51,1.8,1.8,7.4,75.2
1687,Mexico,North America,2007,18.2,21.3,121.657,4.24,98,85,27.3,98,98,0.15,9214,109.17,1.7,1.7,8.0,75.3,Developing,18.8,22.1,122.558,5.2,98.0,91.0,27.2,98.0,98.0,0.16,9143.0,107.56,1.8,1.7,8.0,75.3,19.5,22.9,123.4585,5.03,98.0,97.0,27.2,98.0,98.0,0.15,8878.0,106.01,1.8,1.7,7.6,75.3
1688,Mexico,North America,2008,17.6,20.6,120.3315,4.27,97,94,27.4,96,96,0.16,9181,110.82,1.7,1.6,8.0,75.2,Developing,18.2,21.3,121.657,4.24,98.0,85.0,27.3,98.0,98.0,0.15,9214.0,109.17,1.7,1.7,8.0,75.3,18.8,22.1,122.558,5.2,98.0,91.0,27.2,98.0,98.0,0.16,9143.0,107.56,1.8,1.7,8.0,75.3
1689,Mexico,North America,2009,17.0,19.9,119.005,4.37,95,92,27.5,95,95,0.16,8569,112.46,1.7,1.6,8.2,75.1,Developing,17.6,20.6,120.3315,4.27,97.0,94.0,27.4,96.0,96.0,0.16,9181.0,110.82,1.7,1.6,8.0,75.2,18.2,21.3,121.657,4.24,98.0,85.0,27.3,98.0,98.0,0.15,9214.0,109.17,1.7,1.7,8.0,75.3
1690,Mexico,North America,2010,16.4,19.2,117.679,4.05,93,91,27.5,95,95,0.16,8879,114.09,1.6,1.6,8.0,75.1,Developing,17.0,19.9,119.005,4.37,95.0,92.0,27.5,95.0,95.0,0.16,8569.0,112.46,1.7,1.6,8.2,75.1,17.6,20.6,120.3315,4.27,97.0,94.0,27.4,96.0,96.0,0.16,9181.0,110.82,1.7,1.6,8.0,75.2
1691,Mexico,North America,2011,15.9,18.5,116.3525,4.0,98,97,27.6,97,97,0.16,9076,115.7,1.6,1.6,8.4,75.0,Developing,16.4,19.2,117.679,4.05,93.0,91.0,27.5,95.0,95.0,0.16,8879.0,114.09,1.6,1.6,8.0,75.1,17.0,19.9,119.005,4.37,95.0,92.0,27.5,95.0,95.0,0.16,8569.0,112.46,1.7,1.6,8.2,75.1
1692,Mexico,North America,2012,15.4,17.9,115.0265,3.86,99,92,27.7,99,99,0.16,9280,117.27,1.6,1.5,8.6,75.0,Developing,15.9,18.5,116.3525,4.0,98.0,97.0,27.6,97.0,97.0,0.16,9076.0,115.7,1.6,1.6,8.4,75.0,16.4,19.2,117.679,4.05,93.0,91.0,27.5,95.0,95.0,0.16,8879.0,114.09,1.6,1.6,8.0,75.1
1693,Mexico,North America,2013,14.9,17.3,113.631,3.81,82,76,27.7,83,83,0.16,9283,118.83,1.6,1.5,8.4,74.9,Developing,15.4,17.9,115.0265,3.86,99.0,92.0,27.7,99.0,99.0,0.16,9280.0,117.27,1.6,1.5,8.6,75.0,15.9,18.5,116.3525,4.0,98.0,97.0,27.6,97.0,97.0,0.16,9076.0,115.7,1.6,1.6,8.4,75.0
1694,Mexico,North America,2014,14.4,16.8,112.2355,3.94,84,95,27.8,87,87,0.16,9426,120.36,1.6,1.5,8.4,74.9,Developing,14.9,17.3,113.631,3.81,82.0,76.0,27.7,83.0,83.0,0.16,9283.0,118.83,1.6,1.5,8.4,74.9,15.4,17.9,115.0265,3.86,99.0,92.0,27.7,99.0,99.0,0.16,9280.0,117.27,1.6,1.5,8.6,75.0
1695,Mexico,North America,2015,13.9,16.2,110.8405,4.24,82,96,27.9,87,87,0.16,9617,121.86,1.5,1.5,8.6,74.9,Developing,14.4,16.8,112.2355,3.94,84.0,95.0,27.8,87.0,87.0,0.16,9426.0,120.36,1.6,1.5,8.4,74.9,14.9,17.3,113.631,3.81,82.0,76.0,27.7,83.0,83.0,0.16,9283.0,118.83,1.6,1.5,8.4,74.9
1696,"Micronesia, Fed. Sts.",Oceania,2000,30.8,37.8,184.963,2.23,87,65,28.8,85,85,0.17,2895,0.11,0.3,0.3,4.8,64.6,Developing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,"Micronesia, Fed. Sts.",Oceania,2001,30.0,36.7,183.8285,2.83,81,65,28.8,79,75,0.17,2964,0.11,0.3,0.2,5.1,64.7,Developing,30.8,37.8,184.963,2.23,87.0,65.0,28.8,85.0,85.0,0.17,2895.0,0.11,0.3,0.3,4.8,64.6,,,,,,,,,,,,,,,,
1698,"Micronesia, Fed. Sts.",Oceania,2002,29.4,35.9,182.694,2.79,85,65,28.9,84,84,0.17,2984,0.11,0.2,0.2,5.3,64.9,Developing,30.0,36.7,183.8285,2.83,81.0,65.0,28.8,79.0,75.0,0.17,2964.0,0.11,0.3,0.2,5.1,64.7,30.8,37.8,184.963,2.23,87.0,65.0,28.8,85.0,85.0,0.17,2895.0,0.11,0.3,0.3,4.8,64.6
1699,"Micronesia, Fed. Sts.",Oceania,2003,29.0,35.2,180.9535,3.16,89,65,28.9,88,92,0.17,3035,0.11,0.2,0.2,5.5,65.1,Developing,29.4,35.9,182.694,2.79,85.0,65.0,28.9,84.0,84.0,0.17,2984.0,0.11,0.2,0.2,5.3,64.9,30.0,36.7,183.8285,2.83,81.0,65.0,28.8,79.0,75.0,0.17,2964.0,0.11,0.3,0.2,5.1,64.7
1700,"Micronesia, Fed. Sts.",Oceania,2004,28.7,34.8,179.2125,2.03,80,65,29.0,82,78,0.17,2949,0.11,0.2,0.2,5.8,65.3,Developing,29.0,35.2,180.9535,3.16,89.0,65.0,28.9,88.0,92.0,0.17,3035.0,0.11,0.2,0.2,5.5,65.1,29.4,35.9,182.694,2.79,85.0,65.0,28.9,84.0,84.0,0.17,2984.0,0.11,0.2,0.2,5.3,64.9
1701,"Micronesia, Fed. Sts.",Oceania,2005,28.6,34.7,177.472,1.9,91,65,29.0,94,94,0.17,3023,0.11,0.2,0.2,6.0,65.5,Developing,28.7,34.8,179.2125,2.03,80.0,65.0,29.0,82.0,78.0,0.17,2949.0,0.11,0.2,0.2,5.8,65.3,29.0,35.2,180.9535,3.16,89.0,65.0,28.9,88.0,92.0,0.17,3035.0,0.11,0.2,0.2,5.5,65.1
1702,"Micronesia, Fed. Sts.",Oceania,2006,28.5,34.6,175.731,1.73,84,65,29.1,81,67,0.17,3042,0.11,0.2,0.2,6.3,65.7,Developing,28.6,34.7,177.472,1.9,91.0,65.0,29.0,94.0,94.0,0.17,3023.0,0.11,0.2,0.2,6.0,65.5,28.7,34.8,179.2125,2.03,80.0,65.0,29.0,82.0,78.0,0.17,2949.0,0.11,0.2,0.2,5.8,65.3
1703,"Micronesia, Fed. Sts.",Oceania,2007,28.4,34.5,173.9905,1.63,90,65,29.1,79,79,0.17,3013,0.1,0.2,0.2,6.5,65.9,Developing,28.5,34.6,175.731,1.73,84.0,65.0,29.1,81.0,67.0,0.17,3042.0,0.11,0.2,0.2,6.3,65.7,28.6,34.7,177.472,1.9,91.0,65.0,29.0,94.0,94.0,0.17,3023.0,0.11,0.2,0.2,6.0,65.5
1704,"Micronesia, Fed. Sts.",Oceania,2008,28.2,34.2,172.9955,1.97,89,65,29.2,88,85,0.17,2966,0.1,0.2,0.2,6.7,66.1,Developing,28.4,34.5,173.9905,1.63,90.0,65.0,29.1,79.0,79.0,0.17,3013.0,0.1,0.2,0.2,6.5,65.9,28.5,34.6,175.731,1.73,84.0,65.0,29.1,81.0,67.0,0.17,3042.0,0.11,0.2,0.2,6.3,65.7
1705,"Micronesia, Fed. Sts.",Oceania,2009,27.8,33.7,172.001,2.05,89,65,29.3,81,91,0.17,3015,0.1,0.2,0.2,7.0,66.3,Developing,28.2,34.2,172.9955,1.97,89.0,65.0,29.2,88.0,85.0,0.17,2966.0,0.1,0.2,0.2,6.7,66.1,28.4,34.5,173.9905,1.63,90.0,65.0,29.1,79.0,79.0,0.17,3013.0,0.1,0.2,0.2,6.5,65.9
1706,"Micronesia, Fed. Sts.",Oceania,2010,27.4,33.1,171.007,1.75,88,65,29.3,85,85,0.17,3085,0.1,0.2,0.2,7.2,66.5,Developing,27.8,33.7,172.001,2.05,89.0,65.0,29.3,81.0,91.0,0.17,3015.0,0.1,0.2,0.2,7.0,66.3,28.2,34.2,172.9955,1.97,89.0,65.0,29.2,88.0,85.0,0.17,2966.0,0.1,0.2,0.2,6.7,66.1
1707,"Micronesia, Fed. Sts.",Oceania,2011,26.8,32.3,170.0125,1.87,83,65,29.4,83,84,0.17,3167,0.1,0.2,0.2,7.4,66.6,Developing,27.4,33.1,171.007,1.75,88.0,65.0,29.3,85.0,85.0,0.17,3085.0,0.1,0.2,0.2,7.2,66.5,27.8,33.7,172.001,2.05,89.0,65.0,29.3,81.0,91.0,0.17,3015.0,0.1,0.2,0.2,7.0,66.3
1708,"Micronesia, Fed. Sts.",Oceania,2012,26.2,31.6,169.018,2.89,82,65,29.4,81,81,0.17,3076,0.1,0.2,0.2,7.7,66.8,Developing,26.8,32.3,170.0125,1.87,83.0,65.0,29.4,83.0,84.0,0.17,3167.0,0.1,0.2,0.2,7.4,66.6,27.4,33.1,171.007,1.75,88.0,65.0,29.3,85.0,85.0,0.17,3085.0,0.1,0.2,0.2,7.2,66.5
1709,"Micronesia, Fed. Sts.",Oceania,2013,25.6,30.7,167.636,1.6,83,65,29.5,81,81,0.17,2923,0.11,0.2,0.2,8.0,67.0,Developing,26.2,31.6,169.018,2.89,82.0,65.0,29.4,81.0,81.0,0.17,3076.0,0.1,0.2,0.2,7.7,66.8,26.8,32.3,170.0125,1.87,83.0,65.0,29.4,83.0,84.0,0.17,3167.0,0.1,0.2,0.2,7.4,66.6
1710,"Micronesia, Fed. Sts.",Oceania,2014,24.9,29.9,166.2535,1.51,81,65,29.6,76,77,0.17,2815,0.11,0.2,0.2,8.0,67.2,Developing,25.6,30.7,167.636,1.6,83.0,65.0,29.5,81.0,81.0,0.17,2923.0,0.11,0.2,0.2,8.0,67.0,26.2,31.6,169.018,2.89,82.0,65.0,29.4,81.0,81.0,0.17,3076.0,0.1,0.2,0.2,7.7,66.8
1711,"Micronesia, Fed. Sts.",Oceania,2015,24.2,28.9,164.871,1.59,78,65,29.6,71,72,0.17,2907,0.11,0.2,0.2,8.0,67.3,Developing,24.9,29.9,166.2535,1.51,81.0,65.0,29.6,76.0,77.0,0.17,2815.0,0.11,0.2,0.2,8.0,67.2,25.6,30.7,167.636,1.6,83.0,65.0,29.5,81.0,81.0,0.17,2923.0,0.11,0.2,0.2,8.0,67.0
1712,Moldova,Rest of Europe,2000,26.2,31.5,241.2055,6.76,92,92,25.9,97,95,0.23,1338,2.92,3.6,3.7,9.0,67.0,Developing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Moldova,Rest of Europe,2001,23.9,28.6,238.655,6.34,94,92,26.0,98,97,0.25,1423,2.92,3.5,3.6,9.3,67.2,Developing,26.2,31.5,241.2055,6.76,92.0,92.0,25.9,97.0,95.0,0.23,1338.0,2.92,3.6,3.7,9.0,67.0,,,,,,,,,,,,,,,,
1714,Moldova,Rest of Europe,2002,21.7,25.8,236.105,5.84,99,92,26.0,98,97,0.28,1538,2.91,3.4,3.6,9.6,67.4,Developing,23.9,28.6,238.655,6.34,94.0,92.0,26.0,98.0,97.0,0.25,1423.0,2.92,3.5,3.6,9.3,67.2,26.2,31.5,241.2055,6.76,92.0,92.0,25.9,97.0,95.0,0.23,1338.0,2.92,3.6,3.7,9.0,67.0
1715,Moldova,Rest of Europe,2003,19.8,23.3,234.529,6.27,99,92,26.1,98,98,0.32,1644,2.9,3.3,3.5,9.8,67.5,Developing,21.7,25.8,236.105,5.84,99.0,92.0,26.0,98.0,97.0,0.28,1538.0,2.91,3.4,3.6,9.6,67.4,23.9,28.6,238.655,6.34,94.0,92.0,26.0,98.0,97.0,0.25,1423.0,2.92,3.5,3.6,9.3,67.2
1716,Moldova,Rest of Europe,2004,18.3,21.5,232.9535,7.61,99,92,26.2,98,98,0.35,1770,2.9,3.2,3.4,10.1,67.7,Developing,19.8,23.3,234.529,6.27,99.0,92.0,26.1,98.0,98.0,0.32,1644.0,2.9,3.3,3.5,9.8,67.5,21.7,25.8,236.105,5.84,99.0,92.0,26.0,98.0,97.0,0.28,1538.0,2.91,3.4,3.6,9.6,67.4
1717,Moldova,Rest of Europe,2005,17.1,20.1,231.378,11.81,99,92,26.3,99,98,0.39,1907,2.89,3.1,3.3,10.4,67.8,Developing,18.3,21.5,232.9535,7.61,99.0,92.0,26.2,98.0,98.0,0.35,1770.0,2.9,3.2,3.4,10.1,67.7,19.8,23.3,234.529,6.27,99.0,92.0,26.1,98.0,98.0,0.32,1644.0,2.9,3.3,3.5,9.8,67.5
1718,Moldova,Rest of Europe,2006,16.3,19.0,229.8025,7.94,98,92,26.4,98,97,0.42,2004,2.88,3.1,3.3,10.6,68.0,Developing,17.1,20.1,231.378,11.81,99.0,92.0,26.3,99.0,98.0,0.39,1907.0,2.89,3.1,3.3,10.4,67.8,18.3,21.5,232.9535,7.61,99.0,92.0,26.2,98.0,98.0,0.35,1770.0,2.9,3.2,3.4,10.1,67.7
1719,Moldova,Rest of Europe,2007,15.7,18.3,228.2265,7.81,95,92,26.4,93,92,0.44,2069,2.87,3.0,3.2,10.9,68.3,Developing,16.3,19.0,229.8025,7.94,98.0,92.0,26.4,98.0,97.0,0.42,2004.0,2.88,3.1,3.3,10.6,68.0,17.1,20.1,231.378,11.81,99.0,92.0,26.3,99.0,98.0,0.39,1907.0,2.89,3.1,3.3,10.4,67.8
1720,Moldova,Rest of Europe,2008,15.3,17.8,217.857,7.72,97,92,26.5,96,90,0.43,2235,2.87,2.9,3.1,10.9,68.7,Developing,15.7,18.3,228.2265,7.81,95.0,92.0,26.4,93.0,92.0,0.44,2069.0,2.87,3.0,3.2,10.9,68.3,16.3,19.0,229.8025,7.94,98.0,92.0,26.4,98.0,97.0,0.42,2004.0,2.88,3.1,3.3,10.6,68.0
1721,Moldova,Rest of Europe,2009,15.0,17.4,207.4875,6.24,89,92,26.6,87,85,0.43,2103,2.86,2.9,3.1,11.0,69.1,Developing,15.3,17.8,217.857,7.72,97.0,92.0,26.5,96.0,90.0,0.43,2235.0,2.87,2.9,3.1,10.9,68.7,15.7,18.3,228.2265,7.81,95.0,92.0,26.4,93.0,92.0,0.44,2069.0,2.87,3.0,3.2,10.9,68.3
1722,Moldova,Rest of Europe,2010,14.7,17.1,197.1175,6.92,98,92,26.6,97,90,0.42,2255,2.86,2.8,3.0,11.1,69.6,Developing,15.0,17.4,207.4875,6.24,89.0,92.0,26.6,87.0,85.0,0.43,2103.0,2.86,2.9,3.1,11.0,69.1,15.3,17.8,217.857,7.72,97.0,92.0,26.5,96.0,90.0,0.43,2235.0,2.87,2.9,3.1,10.9,68.7
1723,Moldova,Rest of Europe,2011,14.5,16.8,186.748,8.21,96,92,26.7,96,93,0.41,2388,2.86,2.8,3.0,11.1,70.1,Developing,14.7,17.1,197.1175,6.92,98.0,92.0,26.6,97.0,90.0,0.42,2255.0,2.86,2.8,3.0,11.1,69.6,15.0,17.4,207.4875,6.24,89.0,92.0,26.6,87.0,85.0,0.43,2103.0,2.86,2.9,3.1,11.0,69.1
1724,Moldova,Rest of Europe,2012,14.2,16.5,176.378,8.3,94,92,26.8,92,92,0.39,2374,2.86,2.7,2.9,11.4,70.6,Developing,14.5,16.8,186.748,8.21,96.0,92.0,26.7,96.0,93.0,0.41,2388.0,2.86,2.8,3.0,11.1,70.1,14.7,17.1,197.1175,6.92,98.0,92.0,26.6,97.0,90.0,0.42,2255.0,2.86,2.8,3.0,11.1,69.6
1725,Moldova,Rest of Europe,2013,14.0,16.3,174.6775,8.48,91,92,26.8,92,90,0.37,2589,2.86,2.7,2.9,11.6,71.0,Developing,14.2,16.5,176.378,8.3,94.0,92.0,26.8,92.0,92.0,0.39,2374.0,2.86,2.7,2.9,11.4,70.6,14.5,16.8,186.748,8.21,96.0,92.0,26.7,96.0,93.0,0.41,2388.0,2.86,2.8,3.0,11.1,70.1
1726,Moldova,Rest of Europe,2014,13.7,16.0,172.978,7.4,92,92,26.9,92,90,0.36,2720,2.86,2.7,2.8,11.6,71.3,Developing,14.0,16.3,174.6775,8.48,91.0,92.0,26.8,92.0,90.0,0.37,2589.0,2.86,2.7,2.9,11.6,71.0,14.2,16.5,176.378,8.3,94.0,92.0,26.8,92.0,92.0,0.39,2374.0,2.86,2.7,2.9,11.4,70.6
1727,Moldova,Rest of Europe,2015,13.6,15.8,171.2775,6.76,88,92,27.0,88,87,0.36,2732,2.83,2.7,2.8,11.6,71.5,Developing,13.7,16.0,172.978,7.4,92.0,92.0,26.9,92.0,90.0,0.36,2720.0,2.86,2.7,2.8,11.6,71.3,14.0,16.3,174.6775,8.48,91.0,92.0,26.8,92.0,90.0,0.37,2589.0,2.86,2.7,2.9,11.6,71.0
1728,Mongolia,Asia,2000,48.6,63.5,268.2505,2.15,93,75,24.3,94,94,0.01,1592,2.4,2.6,2.6,8.2,62.9,Developing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Mongolia,Asia,2001,45.3,58.5,266.119,2.18,95,95,24.4,95,95,0.01,1624,2.42,2.5,2.6,8.3,63.3,Developing,48.6,63.5,268.2505,2.15,93.0,75.0,24.3,94.0,94.0,0.01,1592.0,2.4,2.6,2.6,8.2,62.9,,,,,,,,,,,,,,,,
1730,Mongolia,Asia,2002,42.0,53.7,263.9875,2.41,98,96,24.5,98,98,0.01,1685,2.44,2.4,2.5,8.4,63.8,Developing,45.3,58.5,266.119,2.18,95.0,95.0,24.4,95.0,95.0,0.01,1624.0,2.42,2.5,2.6,8.3,63.3,48.6,63.5,268.2505,2.15,93.0,75.0,24.3,94.0,94.0,0.01,1592.0,2.4,2.6,2.6,8.2,62.9
1731,Mongolia,Asia,2003,38.9,49.1,260.269,1.67,98,98,24.6,98,98,0.02,1784,2.47,2.4,2.5,8.4,64.2,Developing,42.0,53.7,263.9875,2.41,98.0,96.0,24.5,98.0,98.0,0.01,1685.0,2.44,2.4,2.5,8.4,63.8,45.3,58.5,266.119,2.18,95.0,95.0,24.4,95.0,95.0,0.01,1624.0,2.42,2.5,2.6,8.3,63.3
1732,Mongolia,Asia,2004,35.9,44.9,256.5495,1.7,98,98,24.7,99,99,0.02,1952,2.5,2.3,2.4,8.5,64.7,Developing,38.9,49.1,260.269,1.67,98.0,98.0,24.6,98.0,98.0,0.02,1784.0,2.47,2.4,2.5,8.4,64.2,42.0,53.7,263.9875,2.41,98.0,96.0,24.5,98.0,98.0,0.01,1685.0,2.44,2.4,2.5,8.4,63.8
1733,Mongolia,Asia,2005,33.1,40.9,252.831,5.17,98,98,24.8,99,99,0.02,2068,2.53,2.3,2.4,8.6,65.1,Developing,35.9,44.9,256.5495,1.7,98.0,98.0,24.7,99.0,99.0,0.02,1952.0,2.5,2.3,2.4,8.5,64.7,38.9,49.1,260.269,1.67,98.0,98.0,24.6,98.0,98.0,0.02,1784.0,2.47,2.4,2.5,8.4,64.2
1734,Mongolia,Asia,2006,30.5,37.4,249.112,4.59,98,96,24.9,98,99,0.02,2217,2.56,2.2,2.4,8.8,65.5,Developing,33.1,40.9,252.831,5.17,98.0,98.0,24.8,99.0,99.0,0.02,2068.0,2.53,2.3,2.4,8.6,65.1,35.9,44.9,256.5495,1.7,98.0,98.0,24.7,99.0,99.0,0.02,1952.0,2.5,2.3,2.4,8.5,64.7
1735,Mongolia,Asia,2007,28.1,34.1,245.3935,9.12,98,97,25.0,99,95,0.02,2411,2.59,2.2,2.4,8.9,66.0,Developing,30.5,37.4,249.112,4.59,98.0,96.0,24.9,98.0,99.0,0.02,2217.0,2.56,2.2,2.4,8.8,65.5,33.1,40.9,252.831,5.17,98.0,98.0,24.8,99.0,99.0,0.02,2068.0,2.53,2.3,2.4,8.6,65.1
1736,Mongolia,Asia,2008,25.9,31.2,240.3135,8.92,96,96,25.2,95,96,0.02,2588,2.63,2.2,2.3,9.0,66.4,Developing,28.1,34.1,245.3935,9.12,98.0,97.0,25.0,99.0,95.0,0.02,2411.0,2.59,2.2,2.4,8.9,66.0,30.5,37.4,249.112,4.59,98.0,96.0,24.9,98.0,99.0,0.02,2217.0,2.56,2.2,2.4,8.8,65.5
1737,Mongolia,Asia,2009,23.9,28.6,235.233,6.56,97,97,25.3,96,95,0.02,2515,2.67,2.2,2.3,9.1,66.9,Developing,25.9,31.2,240.3135,8.92,96.0,96.0,25.2,95.0,96.0,0.02,2588.0,2.63,2.2,2.3,9.0,66.4,28.1,34.1,245.3935,9.12,98.0,97.0,25.0,99.0,95.0,0.02,2411.0,2.59,2.2,2.4,8.9,66.0
1738,Mongolia,Asia,2010,22.1,26.3,230.153,7.73,96,95,25.4,96,96,0.02,2630,2.72,2.2,2.3,9.5,67.4,Developing,23.9,28.6,235.233,6.56,97.0,97.0,25.3,96.0,95.0,0.02,2515.0,2.67,2.2,2.3,9.1,66.9,25.9,31.2,240.3135,8.92,96.0,96.0,25.2,95.0,96.0,0.02,2588.0,2.63,2.2,2.3,9.0,66.4
1739,Mongolia,Asia,2011,20.6,24.4,225.0725,6.65,99,98,25.6,99,99,0.02,3028,2.77,2.2,2.3,9.8,67.8,Developing,22.1,26.3,230.153,7.73,96.0,95.0,25.4,96.0,96.0,0.02,2630.0,2.72,2.2,2.3,9.5,67.4,23.9,28.6,235.233,6.56,97.0,97.0,25.3,96.0,95.0,0.02,2515.0,2.67,2.2,2.3,9.1,66.9
1740,Mongolia,Asia,2012,19.4,22.8,219.993,7.53,99,98,25.7,99,99,0.02,3336,2.82,2.2,2.3,9.9,68.2,Developing,20.6,24.4,225.0725,6.65,99.0,98.0,25.6,99.0,99.0,0.02,3028.0,2.77,2.2,2.3,9.8,67.8,22.1,26.3,230.153,7.73,96.0,95.0,25.4,96.0,96.0,0.02,2630.0,2.72,2.2,2.3,9.5,67.4
